gene,cd14,cd11b_rep1,cd11b_rep2,cd11b
CCL16,-0.167849924,-0.174972813,-0.013707263,-0.094340038
C2CD2L,-0.093999347,-0.035711226,-0.15312215,-0.094416688
UGT2B17,-0.210314452,-0.001560913,-0.187402095,-0.094481504
ACBD5,0.35639667,-0.189448828,0.000467673,-0.094490577
C15orf39,-0.040947383,-0.054446578,-0.134604067,-0.094525323
CRNN,-0.01456143,-0.29615138,0.106992628,-0.094579376
MAGEE1,-0.124059879,-0.129239233,-0.059940041,-0.094589637
BFSP2,0.353233667,-0.161245012,-0.028021293,-0.094633153
COMMD2,0.083910285,-0.075551249,-0.113728742,-0.094639996
CYP4F22,-0.378561383,-0.146259471,-0.043052108,-0.094655789
GPR155,0.166156907,-0.230822944,0.041359235,-0.094731855
PRSS2,-0.101203787,-0.131707345,-0.057828282,-0.094767813
C12orf77,0.134264616,-0.260606241,0.070977849,-0.094814196
TRMT2B,0.330690747,-0.42139896,0.231676057,-0.094861451
WDR76,0.071086871,-0.112589674,-0.077232423,-0.094911048
KIAA1841,-0.19785663,-0.196922917,0.007031055,-0.094945931
DTX1,-0.119312383,0.064299803,-0.254206899,-0.094953548
POGLUT1,0.055022534,-0.163971949,-0.025958326,-0.094965138
USP29,0.086224933,-0.12367693,-0.066328012,-0.095002471
SCFD2,-0.262255056,0.100115589,-0.290220104,-0.095052258
OR6N1,0.003348979,-0.087237705,-0.102873127,-0.095055416
CYP4X1,-0.10632285,-0.131972777,-0.058192855,-0.095082816
CHST11,-0.152284095,0.109693112,-0.299913456,-0.095110172
AADAC,-0.019001484,-0.087201293,-0.10301925,-0.095110272
FBXL12,-0.01242963,-0.177985656,-0.012397181,-0.095191418
S100A7,-0.164832401,-0.044674249,-0.14580806,-0.095241155
CDCA2,0.054999836,-0.291106056,0.10060649,-0.095249783
SGIP1,-0.22924488,-0.264435266,0.07380632,-0.095314473
MMP21,-0.315577836,-0.073172171,-0.117506758,-0.095339464
FGF12,-0.010713935,-0.173012011,-0.01769665,-0.09535433
PPIL1,0.193944802,0.239906597,-0.430639636,-0.095366519
CYP3A43,-0.111599784,0.055288044,-0.246048863,-0.095380409
GSTM2,-0.041874366,-0.092252034,-0.098556688,-0.095404361
TRAF3IP2,0.075208762,-0.120198604,-0.070672508,-0.095435556
ECT2L,-0.053014579,-0.006879649,-0.184024944,-0.095452297
EXTL1,0.044548882,-0.082897776,-0.10808675,-0.095492263
DNMT3B,-0.174615409,0.079208315,-0.270213454,-0.09550257
SLC9A9,0.157655419,-0.004198876,-0.186955234,-0.095577055
YPEL3,0.244282744,-0.144413884,-0.046878225,-0.095646054
CSRNP2,-0.294635932,-0.132349273,-0.059038681,-0.095693977
C6orf141,0.074112508,-0.291655906,0.10024717,-0.095704368
DOK2,0.11949788,-0.203320368,0.011899756,-0.095710306
ZFP30,-0.091430777,-0.08071778,-0.110835401,-0.09577659
COX18,0.106752057,-0.113333773,-0.078220794,-0.095777284
GP1BB,0.364096353,-0.343960373,0.152350561,-0.095804906
MDH1B,-0.07933906,-0.122593323,-0.0690412,-0.095817261
MAP3K1,0.025040038,-0.129265234,-0.062392397,-0.095828815
APOBEC2,-0.196742076,-0.10754456,-0.084217803,-0.095881182
CFD,-0.062359642,-0.084006388,-0.107797365,-0.095901876
ACTN3,-0.0728012,-0.0174793,-0.17457914,-0.09602922
KIAA1217,-0.175963506,-0.076947209,-0.115143788,-0.096045499
DOCK3,0.114868905,0.100612147,-0.292726905,-0.096057379
PCTP,0.007786052,-0.055879426,-0.13624411,-0.096061768
NMNAT3,-0.392972095,0.064180341,-0.256337481,-0.09607857
FGL1,0.049231237,-0.187247918,-0.004952858,-0.096100388
ANHX,0.036624832,-0.105286126,-0.08701972,-0.096152923
PCDP1,0.139773208,-0.021687363,-0.170626077,-0.09615672
MICAL2,-0.23389786,0.089279366,-0.281619155,-0.096169895
ZNF174,-0.016107725,-0.0117264,-0.180756633,-0.096241516
KIAA0040,-0.098547348,-0.169807293,-0.022700487,-0.09625389
IL8,-0.079104173,-0.1199974,-0.072523874,-0.096260637
RHOB,-0.403256877,0.320965837,-0.513510237,-0.0962722
CLDN17,0.059738689,-0.069434796,-0.123158409,-0.096296602
ERP27,0.00468013,-0.015364654,-0.177313699,-0.096339177
MMP20,0.390331827,0.016053801,-0.208745924,-0.096346061
TIMD4,-0.046408605,-0.077052571,-0.11565441,-0.09635349
ACAT2,-0.021829717,-0.212566561,0.019854966,-0.096355797
RAB21,0.387348084,0.007386083,-0.200114536,-0.096364227
MYL1,0.074274938,0.078756185,-0.271487014,-0.096365415
XKR5,0.38483957,-0.030112492,-0.162716322,-0.096414407
MPDU1,0.032890064,-0.151244585,-0.041618566,-0.096431575
SLC46A3,0.262228826,0.198852685,-0.391741516,-0.096444416
CAV1,0.002725295,0.0632496,-0.25621645,-0.096483425
AHNAK2,0.198735566,-0.052306533,-0.140700377,-0.096503455
ASB11,-0.161586079,0.047389264,-0.240414315,-0.096512525
ZNF648,-0.170580765,-0.212161518,0.018953719,-0.0966039
ZFP92,0.180644038,-0.32057159,0.12725536,-0.096658115
PRKAR1A,-0.060945838,-0.079631032,-0.113866042,-0.096748537
TRIM39,0.176911756,-0.217956529,0.024364343,-0.096796093
UPF3B,0.037961899,-0.053754062,-0.13985048,-0.096802271
KRTAP5-6,0.02267419,-0.129620794,-0.064025122,-0.096822958
RHCG,0.023662016,-0.225316795,0.031488457,-0.096914169
CD200R1L,0.18331452,-0.03538768,-0.158581235,-0.096984458
IAH1,0.177673582,-0.118945618,-0.075042986,-0.096994302
NCL,0.144799069,-0.186676647,-0.007329487,-0.097003067
PRKCH,0.42008708,-0.106003872,-0.088002912,-0.097003392
RNASE9,-0.10472023,0.0114095,-0.205537372,-0.097063936
EME2,0.268849679,-0.078494827,-0.115698574,-0.097096701
FGF1,-0.264167529,0.170892705,-0.365167043,-0.097137169
OR8B2,-0.053564584,-0.111139033,-0.083160381,-0.097149707
C2orf62,-0.126065073,-0.03921434,-0.155093844,-0.097154092
KIF3B,0.102111316,0.006226891,-0.200535781,-0.097154445
OSBPL5,-0.139596481,-0.381371225,0.187046699,-0.097162263
PRAMEF22,0.022648625,-0.083677873,-0.110677895,-0.097177884
ARL10,0.115416311,0.116650202,-0.311096771,-0.097223285
SRSF5,0.178248645,-0.071591928,-0.122900578,-0.097246253
SELP,0.133434757,-0.17056678,-0.024014796,-0.097290788
RAB11B,-0.385315567,-0.112653222,-0.082015426,-0.097334324
CYB5RL,0.039736168,-0.085403644,-0.109347914,-0.097375779
RFTN2,-0.379160748,0.057200987,-0.252109253,-0.097454133
CMYA5,-0.143323141,-0.014078269,-0.180978148,-0.097528209
FASTK,-0.190072145,0.010162208,-0.205224183,-0.097530988
TCL1B,0.070105215,0.177157902,-0.372226105,-0.097534101
TAS2R3,-0.233059875,-0.208671254,0.013549641,-0.097560807
AK9,0.084822,-0.206104889,0.010948518,-0.097578185
C8orf47,0.05290035,-0.293443506,0.098275337,-0.097584084
C6orf52,-0.083982858,-0.164154978,-0.031060272,-0.097607625
FAM89A,-0.034834227,-0.013074273,-0.182276487,-0.09767538
NKAIN3,0.082599048,-0.106273725,-0.089123283,-0.097698504
TOX2,0.045323425,0.158106912,-0.353522585,-0.097707837
OSTN,-0.167261301,-0.14881772,-0.046606574,-0.097712147
ZNF546,-0.194190786,-0.144554142,-0.050979686,-0.097766914
CHRM4,-0.010937595,-0.168295793,-0.027245187,-0.09777049
ENAM,-0.411691813,-0.043000552,-0.152541101,-0.097770827
DNAJC8,0.393802048,-0.07116773,-0.124401345,-0.097784538
KRBA1,-0.078316485,0.060723474,-0.256303406,-0.097789966
LRG1,0.178965538,-0.287112657,0.091511446,-0.097800606
ZNF33A,-0.04504855,-0.068636952,-0.12696543,-0.097801191
BAZ2B,0.02921114,-0.184067751,-0.011645385,-0.097856568
MYO1E,-0.191285351,-0.057708417,-0.138120178,-0.097914297
KCNIP2,-0.366074531,-0.173820238,-0.022077048,-0.097948643
TMEM167B,-0.060624008,-0.320743789,0.124832115,-0.097955837
COPS7B,0.013512235,-0.183142665,-0.012814351,-0.097978508
SETMAR,-0.038589581,-0.137334384,-0.058666438,-0.098000411
PHLDB1,0.115480476,-0.198226239,0.002172071,-0.098027084
FOXJ1,-0.0644306,-0.204659331,0.008545722,-0.098056805
FAR2,-0.046162313,-0.107049568,-0.089102129,-0.098075849
CXorf56,0.00345725,-0.07589531,-0.120428739,-0.098162025
MYO3A,-0.158762797,-0.244159671,0.047712635,-0.098223518
CCT5,0.106713661,-0.146799301,-0.049675703,-0.098237502
PPT1,-0.007791538,-0.048210599,-0.148308246,-0.098259423
TRIM71,-0.086377657,0.021508222,-0.218074879,-0.098283328
GPATCH11,-0.006692994,-0.013187746,-0.183432248,-0.098309997
TTYH2,0.073713999,-0.33242638,0.135793189,-0.098316595
CCDC41,0.050188421,0.094601499,-0.291283461,-0.098340981
MZF1,-0.195608772,-0.217339776,0.02063424,-0.098352768
ZNF839,-0.364849078,0.096368225,-0.293217483,-0.098424629
CENPH,0.171718811,-0.166546983,-0.030446306,-0.098496644
C4orf40,0.07018543,-0.192633886,-0.004443387,-0.098538637
INTS12,-0.591443725,-0.078479801,-0.118613314,-0.098546558
MT1E,-0.115618669,0.116900865,-0.314029742,-0.098564439
ROBO2,0.186719939,-0.233316031,0.036147688,-0.098584172
ABCC4,-0.068496837,0.052666371,-0.249913596,-0.098623612
CETN3,-0.074156692,-0.163171175,-0.034131362,-0.098651268
SEMA6C,-0.118159364,0.015776529,-0.213140877,-0.098682174
ITGA8,-0.161289411,-0.224048718,0.026670656,-0.098689031
YOD1,-0.079976137,-0.034221269,-0.163201696,-0.098711482
RAB40C,-0.049910553,-0.100899816,-0.09656376,-0.098731788
HSPG2,-0.198550685,0.059764149,-0.257402704,-0.098819277
LOC100133267,-0.069947492,-0.045204417,-0.152446812,-0.098825615
DEFB130,-0.069947492,-0.045204417,-0.152446812,-0.098825615
GPATCH2L,0.205907544,-0.038347666,-0.159361843,-0.098854755
KRBOX4,0,0,-0.197727826,-0.098863913
COLGALT1,-0.103967153,0.056653852,-0.254401701,-0.098873925
UNC13B,-0.295885821,0.023203157,-0.220977197,-0.09888702
PCDHGB4,0.172929048,-0.146384204,-0.051392086,-0.098888145
TMED4,0.146575248,-0.227133211,0.029355424,-0.098888893
OR5C1,-0.034952764,-0.11779658,-0.080031485,-0.098914033
ZNF77,-0.043871106,-0.188243454,-0.009608392,-0.098925923
MACF1,-0.067958358,-0.118609675,-0.079347211,-0.098978443
GNG11,-0.084818831,0.006745946,-0.204745258,-0.098999656
C1orf233,0.210368894,-0.359494717,0.161382378,-0.099056169
DEFB124,0.331268208,-0.046589163,-0.151525491,-0.099057327
LCOR,0.200412161,-0.165638086,-0.032612525,-0.099125305
LECT2,-0.027851157,-0.208238571,0.009930447,-0.099154062
ZNF658,-0.20122299,-0.113739709,-0.084615906,-0.099177808
PUF60,0.09100275,-0.066847978,-0.131533381,-0.09919068
KRTAP9-6,0.043847576,-0.060067123,-0.138339777,-0.09920345
LYRM5,-0.140386643,0.310195332,-0.508658812,-0.09923174
PSMB11,0.0358246,0.042269496,-0.240742735,-0.09923662
IFRD1,-0.264015474,0,-0.198498445,-0.099249223
LCN9,0.02602758,-0.087632035,-0.110898784,-0.09926541
MSS51,0.168835329,-0.396169709,0.197630441,-0.099269634
SYT13,0.078432591,-0.039237845,-0.159348325,-0.099293085
GRK1,0.083838961,-0.288084075,0.089303183,-0.099390446
UTP23,-0.26586424,-0.199295667,0.000489555,-0.099403056
FIGNL1,-0.246634613,-0.137358183,-0.061488899,-0.099423541
IKBKB,-0.242917103,-0.205303258,0.006421126,-0.099441066
EGFL6,0.220203715,-0.00372742,-0.195156119,-0.09944177
KRTAP24-1,-0.06935043,0.022781549,-0.221675171,-0.099446811
FBXO32,-0.027824206,-0.027321515,-0.171666785,-0.09949415
ZNF821,0.123876781,-0.075981574,-0.123014971,-0.099498273
ZNF207,-0.081802476,-0.236491055,0.037480185,-0.099505435
RBM46,-0.057738268,-0.059667514,-0.139344019,-0.099505766
TLN1,0.022403145,0.023694936,-0.22271323,-0.099509147
PNMA2,-0.021397474,-0.002144485,-0.196891989,-0.099518237
OR8K3,0.123590977,-0.142401233,-0.05665623,-0.099528732
LARP4,0.055350992,0.129801257,-0.328878263,-0.099538503
GPR149,0.282822568,-0.204622,0.005516659,-0.099552671
RIMKLB,0.045932671,0.129593616,-0.328707202,-0.099556793
HSPA1L,0.277840938,-0.046974506,-0.152211472,-0.099592989
SPCS1,0.35899326,-0.223785854,0.02455784,-0.099614007
C4orf17,-0.129634473,-0.131852526,-0.067453522,-0.099653024
LCN6,-0.103928581,-0.072132668,-0.127241726,-0.099687197
BOC,-0.249195729,0.208904364,-0.408359858,-0.099727747
ZNF736,0.05183756,-0.176488575,-0.022990117,-0.099739346
COX10,0.310715615,-0.265172422,0.065516535,-0.099827943
KTN1,-0.05422321,-0.086239148,-0.113602063,-0.099920606
GSTA5,0.324176568,-0.355823729,0.155805364,-0.100009182
8-Mar,0.106140855,-0.024321535,-0.1757175,-0.100019518
SNTN,0.327667753,0.075663332,-0.275732085,-0.100034377
GNPDA1,0.033758843,0.112604616,-0.312697571,-0.100046478
CD164,-0.052335473,-0.176959036,-0.023144992,-0.100052014
GNB1,-0.254637518,-0.039668687,-0.160479912,-0.1000743
PDZD4,-0.220893858,-0.020217341,-0.179975531,-0.100096436
NMUR2,0.088542737,-0.439249211,0.239048827,-0.100100192
CNPY3,0.305384352,-0.070224444,-0.130003399,-0.100113921
EEPD1,0.071985227,-0.008684587,-0.191574071,-0.100129329
CCR4,0.018909394,-0.106542934,-0.093743796,-0.100143365
CCDC47,0.113963446,0.108220569,-0.308638637,-0.100209034
GRK7,-0.34699336,-0.05275019,-0.147674589,-0.10021239
CLHC1,-0.094842276,0.135897388,-0.336334951,-0.100218781
GPR160,-0.181730939,0.116042305,-0.316495522,-0.100226609
RNF122,0.204865257,-0.238295,0.037731327,-0.100281837
CAPN6,-0.266511672,-0.125645304,-0.075068186,-0.100356745
CLRN2,0.226490147,-0.277701677,0.076937861,-0.100381908
NFYA,-0.348872608,-0.00746354,-0.193437044,-0.100450292
PAPOLB,0.001820223,-0.042441873,-0.158512242,-0.100477058
C16orf95,-0.304287188,-0.018521349,-0.182457658,-0.100489504
ZNF549,-0.108398559,0.029322673,-0.230306848,-0.100492088
CPT1A,0.198067217,-0.075119306,-0.125890082,-0.100504694
HNRNPM,0.093055587,-0.090783938,-0.110276257,-0.100530097
FEV,-0.034002997,-0.096343518,-0.104821303,-0.100582411
TBXA2R,-0.216024482,-0.041022732,-0.160145247,-0.10058399
GCGR,-0.276260125,0.05310197,-0.254345191,-0.100621611
C10orf105,0.118085309,-0.235950558,0.034661649,-0.100644454
CDH18,0.068142702,-0.010144081,-0.19118822,-0.100666151
FOLR3,0.046398808,0.097536205,-0.298987068,-0.100725431
KLC3,-0.165452914,-0.244530186,0.042952343,-0.100788921
PTPN21,-0.205757699,-0.044947939,-0.156663061,-0.1008055
MANEA,0.253269894,-0.099697881,-0.101963075,-0.100830478
NQO1,0.009788865,-0.129888232,-0.07189503,-0.100891631
ATP6V1G3,-0.009899526,-0.265031148,0.063220812,-0.100905168
EXTL3,-0.127223165,-0.118349683,-0.083482443,-0.100916063
DMC1,-0.103037658,-0.066411372,-0.135473028,-0.1009422
GPR115,-0.338569331,-0.324938493,0.122986395,-0.100976049
C6orf89,-0.202721928,0.033887906,-0.235852686,-0.10098239
ZNF716,-0.120208,-0.047351103,-0.154614384,-0.100982743
DBX1,0.040337745,-0.237007617,0.035016638,-0.10099549
FGF19,0.008820453,0.103374575,-0.305430533,-0.101027979
ABHD15,-0.025663627,-0.340685526,0.138606373,-0.101039577
PLEKHB2,0.28574929,-0.027175003,-0.175100274,-0.101137639
SLC33A1,0.290902695,-0.009155614,-0.193266386,-0.101211
C14orf182,-0.202404751,-0.242903555,0.040456362,-0.101223597
CCDC148,-0.483294886,-0.154584282,-0.04811451,-0.101349396
KEL,0.126327733,-0.328757176,0.126048706,-0.101354235
EPOR,0.088859465,-0.040586978,-0.162163338,-0.101375158
FBP1,0.137715052,-0.209783143,0.00693769,-0.101422726
OR7E24,0.007796777,0.012193811,-0.215059862,-0.101433026
PCP2,-0.027030279,-0.007743588,-0.195137799,-0.101440694
STRADB,-0.06526354,-0.168567565,-0.034369666,-0.101468616
DCXR,-0.287192519,0.105965375,-0.308930293,-0.101482459
KCNAB1,0.175198321,0.043621291,-0.246670923,-0.101524816
ZDHHC5,0.002281316,-0.159100806,-0.044007269,-0.101554037
FADS3,0.121105559,-0.211424547,0.008296954,-0.101563796
TBC1D10C,-0.0627152,-0.11851646,-0.084641321,-0.101578891
CCDC3,0.386276087,-0.029593701,-0.173582913,-0.101588307
ITGAV,-0.167256296,-0.295618206,0.092381044,-0.101618581
C6orf48,0.108342882,-0.275737588,0.072479852,-0.101628868
CRYBB2,-0.245025421,-0.184581497,-0.018714405,-0.101647951
ZNF774,-0.242858814,-0.120513499,-0.082822353,-0.101667926
ELMO3,0.060863744,-0.335382948,0.131995636,-0.101693656
CCDC18,0.032867598,-0.116446674,-0.087081854,-0.101764264
RARRES1,0.13186279,-0.320909628,0.117129247,-0.101890191
USH1C,-0.250932335,0.128022347,-0.331978624,-0.101978139
PRKCB,-0.227734185,-0.031794259,-0.172163485,-0.101978872
CRYBG3,-0.159393428,-0.018827429,-0.18524936,-0.102038395
ATP2C1,0.028389726,-0.221211153,0.017045308,-0.102082922
ZNF562,0.134596511,-0.420102482,0.215830306,-0.102136088
ARL5B,0.010738007,-0.098030317,-0.106265874,-0.102148096
REPS2,0.077837232,-0.060965798,-0.143379027,-0.102172412
CYP11A1,-0.1617231,0.063942137,-0.268307776,-0.102182819
EPCAM,0.228170203,-0.054046023,-0.15034931,-0.102197666
SLX1B,0.080186897,-0.057199229,-0.147260547,-0.102229888
NDP,0.163082102,-0.034715408,-0.169811915,-0.102263662
ANAPC7,0.017133224,-0.051353654,-0.153277317,-0.102315485
POLR2G,0.619353365,-0.22543666,0.020784772,-0.102325944
RAC3,0.267512605,-0.223317702,0.018646092,-0.102335805
CELF1,0.082958172,0.001185442,-0.205890131,-0.102352345
CALHM2,0.033840795,-0.034346203,-0.170363982,-0.102355092
PPP2R2B,0.145382973,-0.173172746,-0.031542391,-0.102357569
METTL2B,0.145823301,-0.061450052,-0.143295937,-0.102372995
LRPAP1,0.029914574,-0.356399196,0.151590156,-0.10240452
C1QTNF9,0.045128045,-0.038003212,-0.166854873,-0.102429042
GTSF1,0.051133989,-0.144584015,-0.060345282,-0.102464648
LRRC10,-0.210068861,0.073103804,-0.278311602,-0.102603899
KRT14,-0.17004277,-0.013632496,-0.191685419,-0.102658957
GPBP1,0.127854649,-0.225061761,0.019711886,-0.102674937
ACACB,-0.011471903,-0.226586428,0.021197522,-0.102694453
LENEP,0.117853557,-0.056050063,-0.149361894,-0.102705979
USP45,-0.000175445,-0.192506464,-0.01294163,-0.102724047
GLUD2,-0.045168995,0.268096533,-0.473822888,-0.102863178
PEX14,-0.354055025,-0.047257558,-0.158474902,-0.10286623
PNLDC1,-0.299445911,0.096985076,-0.302719126,-0.102867025
ACSL6,-0.129712406,-0.26054659,0.054778841,-0.102883875
IFI44L,-0.042592395,-0.183372699,-0.022429576,-0.102901137
PRIMPOL,-0.036002353,-0.178026219,-0.027817952,-0.102922085
RBL2,0.036488911,-0.268949893,0.062737883,-0.103106005
CYP2U1,-0.100355965,0.141381271,-0.347599112,-0.10310892
OR11A1,0.154324999,0.085504295,-0.291786764,-0.103141234
LCE1F,0.115399917,-0.213736227,0.007414405,-0.103160911
LOXL3,-0.020442763,-0.14921666,-0.057272256,-0.103244458
TRIM23,-0.132619171,-0.074142364,-0.132518554,-0.103330459
NDUFV3,-0.05412342,-0.141941719,-0.064732671,-0.103337195
VSIG2,-0.124893677,-0.289835122,0.083154781,-0.103340171
SLC43A1,0.481257975,0.518941417,-0.725695148,-0.103376865
CCDC105,-0.136273758,0.264622647,-0.471408311,-0.103392832
HMGA2,0.281434341,-0.012419255,-0.194370645,-0.10339495
MITD1,-0.006808813,-0.125121651,-0.081736213,-0.103428932
CEACAM3,0.303219257,-0.132093646,-0.074926201,-0.103509924
GDNF-AS1,0.043699494,-0.151970508,-0.055065164,-0.103517836
ANKS3,-0.061361113,0.126461092,-0.333529354,-0.103534131
HPX,0.196254975,-0.191101,-0.015991458,-0.103546229
ABCF3,0.308826651,-0.052941142,-0.154174051,-0.103557597
ANGPTL1,-0.041966293,-0.040592899,-0.166555061,-0.10357398
FLJ44635,-0.024545872,-0.124338492,-0.082846951,-0.103592721
MKKS,-0.024205981,-0.108971413,-0.098256582,-0.103613997
FAM228B,0.412629828,0.062748557,-0.269984266,-0.103617855
ZNF671,-0.028059233,-0.1756435,-0.031636986,-0.103640243
WBP4,-0.052969346,-0.217647666,0.010359611,-0.103644027
POTED,-0.38466775,-0.287763771,0.080343977,-0.103709897
CARS2,-0.073679989,0.138156646,-0.345782038,-0.103812696
DCN,-0.135566641,-0.114912335,-0.092724083,-0.103818209
DDA1,-0.236822398,-0.07298047,-0.134788313,-0.103884391
SOHLH1,0.117202228,-0.047716631,-0.160064615,-0.103890623
LCNL1,-0.24196854,-0.088663523,-0.119194541,-0.103929032
GTPBP4,0.111245572,-0.148296885,-0.059615621,-0.103956253
LOC100130301,-0.225602404,-0.194245197,-0.013698735,-0.103971966
HMOX1,0.087064842,-0.08584876,-0.122136727,-0.103992744
AIDA,0.266193273,-0.454339514,0.246324559,-0.104007478
C9orf172,-0.251187486,-0.154489849,-0.053548752,-0.104019301
TMEM259,0.535564307,-0.004544463,-0.203562722,-0.104053593
ZDHHC18,-0.085334252,-0.103853357,-0.104381312,-0.104117334
CNTNAP2,-0.168252953,-0.148773111,-0.059476773,-0.104124942
SUMO3,-0.162759586,-0.133711727,-0.074568318,-0.104140023
LOC100506127,-0.642837003,0.265744737,-0.47403981,-0.104147537
S100A10,0.293327857,-0.221075401,0.012775047,-0.104150177
ZNF395,-0.179013065,-0.016776605,-0.191671516,-0.10422406
PCDHA11,0.179959113,-0.483570372,0.274993205,-0.104288584
HDAC4,0.068925774,-0.03900724,-0.169616508,-0.104311874
XRCC1,0.249371851,-0.175361574,-0.033318419,-0.104339996
UBE2N,0.249440993,-0.100136524,-0.108658597,-0.10439756
TNS4,-0.1128501,-0.19054113,-0.018275555,-0.104408343
C9orf47,0.118901217,0.024929354,-0.233780018,-0.104425332
HAVCR1,0.100355017,-0.011543689,-0.197340906,-0.104442298
FSTL1,-0.140873741,0.125443107,-0.334347959,-0.104452426
FAM221A,0.066134516,0.005714045,-0.214646249,-0.104466102
NRSN1,0.065605869,-0.048713674,-0.16022008,-0.104466877
SLFN12,-0.371529854,-0.31469827,0.105723356,-0.104487457
ACAT1,-0.051519988,-0.059885224,-0.14917867,-0.104531947
ZNF783,-0.109575989,-0.144424343,-0.064666101,-0.104545222
WDR45B,-0.061892884,-0.075668358,-0.133455356,-0.104561857
ESPNL,0.026783808,-0.188831038,-0.020301257,-0.104566147
TAP1,0.014902499,0.016003801,-0.225224644,-0.104610421
CAP1,0.050424974,-0.457836591,0.248597379,-0.104619606
LCE6A,-0.104415511,-0.233747152,0.024432042,-0.104657555
RPS6KL1,0.079529659,0.194969857,-0.40431153,-0.104670837
C10orf99,0.178354891,-0.199624981,-0.009769492,-0.104697237
NPY1R,-0.044448146,-0.163823508,-0.045604231,-0.10471387
CYB561A3,0.062023567,-0.1728153,-0.036643962,-0.104729631
CAMK1,0.062532926,0.08637855,-0.295879571,-0.10475051
C14orf28,0.130826077,-0.310817718,0.101230687,-0.104793516
SLC25A37,0.414415468,0.061225909,-0.271101529,-0.10493781
B4GALT4,-0.087084993,-0.193110257,-0.016769028,-0.104939642
RTL1,-0.131756658,-0.060380187,-0.149522712,-0.10495145
GOLGA7B,0.021818058,0.027925803,-0.237831983,-0.10495309
WDR88,0.097182628,-0.132706057,-0.077230157,-0.104968107
HNRNPD,-0.018579895,-0.011478573,-0.198520668,-0.104999621
ANK3,-0.241053187,0.040558754,-0.250617106,-0.105029176
AFF3,0.012856628,-0.141268184,-0.068805083,-0.105036634
PLCD3,-0.013720851,-0.073151701,-0.13695453,-0.105053116
IL5,-0.05573776,-0.071923506,-0.138183383,-0.105053444
CWF19L1,0.20707285,-0.201615334,-0.008536349,-0.105075841
SAA2,-0.390012616,0.028117226,-0.238363769,-0.105123272
LARP4B,0.255678006,0.029938298,-0.240189127,-0.105125415
SSC5D,0.028886072,0.046411781,-0.256704107,-0.105146163
APOL2,-0.151803356,-0.096639922,-0.113661279,-0.105150601
SPOCK3,-0.30945816,-0.232679695,0.022341871,-0.105168912
MKX,0.119616295,-0.09023047,-0.120188484,-0.105209477
NFKBID,-0.001315744,-0.053074449,-0.157354954,-0.105214702
PCBP4,0.055134078,-0.094607284,-0.115976975,-0.105292129
PRR25,-0.117977159,-0.167501386,-0.043083202,-0.105292294
RUNDC3B,0.245322441,0.186928987,-0.397612557,-0.105341785
ACE,-0.371028691,-0.159713871,-0.051051551,-0.105382711
GATAD2A,0.190660833,-0.110881178,-0.099912034,-0.105396606
MUC7,-9.26E-05,0.023613927,-0.234442717,-0.105414395
PDGFRL,0.277818487,-0.222321252,0.011483831,-0.10541871
LIFR,0.264464574,0.021331346,-0.232239166,-0.10545391
LBP,0.04930014,-0.110456271,-0.100581022,-0.105518647
C17orf77,0.088004619,-0.219968242,0.008765958,-0.105601142
TRAPPC6B,0.132196358,-0.238903512,0.027667957,-0.105617777
CYP4B1,0.071326877,-0.118075274,-0.093176467,-0.10562587
PTPRT,-0.049315731,0.059580215,-0.270848956,-0.10563437
ZNF214,0.364871956,-0.331662794,0.12033927,-0.105661762
BTN3A1,-0.236487097,-0.129993105,-0.081451967,-0.105722536
FAM177A1,0.257902684,-0.253776639,0.042312862,-0.105731888
SIAE,0.126512594,-0.373144068,0.16166566,-0.105739204
ALG9,-0.051153603,-0.0016181,-0.209881609,-0.105749855
SLC38A11,-0.147066745,0.01282711,-0.224380233,-0.105776562
OSBPL3,0.097396222,-0.265059802,0.053469691,-0.105795055
CTF1,0.021839494,-0.258789685,0.047186759,-0.105801463
C5orf46,0.078375147,-0.188952394,-0.022670727,-0.10581156
TPD52,0.244193677,-0.024095562,-0.187562618,-0.10582909
DRGX,0.258305036,-0.119595359,-0.092109973,-0.105852666
CRYL1,-0.209802478,-0.085911822,-0.125871342,-0.105891582
TXNIP,0.122748522,-0.089558198,-0.122345385,-0.105951791
SLC45A1,-0.384019392,-0.199958366,-0.012169026,-0.106063696
PTPN4,0.162870862,-0.083621009,-0.128661571,-0.10614129
ZNF784,0.130957445,-0.069088425,-0.143305074,-0.10619675
PCDHB11,0.034137064,-0.253369743,0.040930676,-0.106219533
HGF,-0.108745804,-0.234820147,0.02236188,-0.106229134
SLC36A1,-0.027385823,-0.365537844,0.153007797,-0.106265023
FAM50B,-0.084754803,-0.041870156,-0.170664702,-0.106267429
SLC43A3,-0.009760615,-0.330725756,0.118177635,-0.10627406
MXRA8,0.193336047,-0.232723711,0.02015478,-0.106284466
ZSCAN31,0.193354332,-0.03197833,-0.180648744,-0.106313537
TLE4,0.140496945,-0.07256454,-0.140131655,-0.106348097
NEIL2,-0.045141458,-0.153783255,-0.058936974,-0.106360115
LILRA1,0.04082429,-0.062646848,-0.150133315,-0.106390082
BTF3L4,-0.062674229,-0.313991097,0.101155289,-0.106417904
MKNK2,0.005119933,0.014213761,-0.227328242,-0.10655724
HSPA13,-0.173187552,0.026631478,-0.239811703,-0.106590113
DYDC1,0.047453356,-0.262321381,0.04910044,-0.106610471
